,category,predicted_category,text
776,POLITICS,name,news24com former congo president yhombi opango 81 dy coronavirus france former republic congo president jacques joaquim yhombi opango died france novel coronavirus covid19 according family 81 brazzaville former republic congo president jacques joaquim yhombi opango died infrance monday novel coronavirus covid19 family told afp hewas 81yhombi opango ledcongobrazzaville 1977 toppled 1979 2029 char
777,GENERAL,name,news24com water crisis could sabotage zimbabwe coronavirus lockdown watershort southern african country starting enforce 21day lockdown try contain spread deadly coronavirus bucket jerrycans hand wheelbarrow dozen zimbabwean stand close long queue patiently waiting borehole harare middleclass mabelreign suburb collect waterwhile daily sight week thing 3510 char
778,GENERAL,name,news24com hunt member religious gathering became coronavirus hotspot india large religious gathering new delhi sparked manhunt across india suspected coronavirus case linked dozen infection several death large religious gathering new delhi sparked manhunt across india suspected coronavirus case linked dozen infection several deathsthe gathering emerged one india major virus hotspot thousand flocked 2361 char
779,GENERAL,name,news24com international covid19 wrap 130 000 covid19 death iceland beat coronavirus fight covid19 killed least 131319 people around world europe accounting twothirds death according afp tally wednesday official source covid19 killed least 131 319 people around world europe accounting twothirds death according afp tally wednesday official sourceseurope reported 88 716 death united state sing 1836 char
780,GENERAL,name,news24com italy see sign slowing contagion despite heavy toll italy reported fresh evidence week life spent national lockdown could slow spread coronavirus although country death toll continues grow italy reported fresh evidence monday week life spent national lockdown could slow spread coronavirus although country death toll continued growfigures italy civil protection service showed rate new covid 1987 char
781,GENERAL,name,news24com global hunger could double due coronavirus pandemic un covid19 likely leave 130 million people acutely hungry year adding 135 million already category united nation world food programme say number people facing acute food insecurity could nearly double year 265 million due economic fallout covid19 according united nation world food programme wfpthe impact lost tourism revenue falling remittance 3392 char
782,GENERAL,name,editorial roundup georgia recent editorial georgia newspaper recent editorial georgia newspapersmarch 22the augusta chronicle finding new way worshipthankfully america freedom religion allows people worship choose choose worshipamid coronavirus concern 10536 char
783,GENERAL,name,news24com new york welcome hospital ship coronavirus accelerates hospital ship arrived new york america coronavirus epicentre prepares peak pandemic emergency restriction extended amid grim warning death toll hospital ship arrived new york monday america coronavirus epicenter prepares peak pandemic emergency restriction extended amid grim warning death tollthe navy usn comfort space 1 000 bed 3508 char
784,GENERAL,name,news24com coronavirus pandemic accelerating chief new coronavirus pandemic clearly accelerating world health organisation warned new coronavirus pandemic clearly accelerating world health organisation warned monday said still possible change trajectory outbreakthe remark came number death soared past 15 000 341 2699 char
785,GENERAL,name,news24com full speech covid19 crisis last forever impact need extraordinary budget ramaphosa south africa economic response coronavirus pandemic divided three phase president cyril ramaphosa announced tuesday evening update nation said pandemic requires economic response equal scale south africa economic response coronavirus pandemic divided three phase president cyril ramaphosa announced tuesday evening update nation said pandemic requires economic response equal scale 16424 char
786,GENERAL,name,news24com international covid19 update un chief time reduce resource u record 2 228 death past 24 hour 99yearold beat coronavirus brazil united state recorded 2 228 death related coronavirus pandemic past 24 hour according tally john hopkins university keeping date latest novel coronavirus covid19 news around worldfollow live update trump halt funding death toll top 125 000 worldwidenot time reduce resource un chiefit time 4223 char
787,GENERAL,name,news24com john steenhuisen sprint marathon winning battle covid19 battle coronavirus requires sprint marathon fare sprint determines fare marathon writes john steenhuisen 20200417 1349this battle requires sprint marathon fare sprint determines fare marathonthe sprint get strategy system infrastructure place marathon importantly ramp 12565 char
788,GENERAL,name,afghanistan taliban agree free prisoner amid coronavirus concern isi attack afghanistan free 100 taliban prisoner humanitarian groundsincluding health age vulnerability covid19 new isisclaimed violence threatens upend delicate peace process afghan government taliban movement agreed prisoner release deal part cautious peace process already challenged new coronavirus pandemic continued attack staged islamic state militant group isistaliban spok 5447 char
789,GENERAL,name,covid19 death detroit bus driver complained coughing passenger draw reaction social medium death detroit bus driver jason hargrove said video blamed passenger coughed death detroit bus driver reportedly due novel coronavirus wednesday le two week complaining video passenger coughed drew reaction social mediaprior passing jason hargrove 50yearold bus driver put 4010 char
790,BUSINESS,name,1 million californian filed unemployment due coronavirus pandemic governor say passed one million mark term number claim since march 13 governor newsom said wednesday 1 million californian filed claim unemployment insurance coronavirus pandemic said california governor gavin newsom wednesday press briefingnewsom enacted stay home measure california march order curb 3614 char
791,GENERAL,name,iowa governor defends ordering shelterinplace maybe dr fauci doesnt information governor kim reynolds argued perhaps federal health care official like dr anthony fauci cant look map make demand iowa governor kim reynolds defended decision order shelterinplace state resident amid coronavirus pandemic arguing perhaps federal health care official like dr anthony fauci cant look map make demandsth 4163 char
792,TECH,name,conspiracy theorist burn 5g tower claiming link virus london ap cctv footage dutch business park show man black cap pouring content white container base cellular radio tower flame burst man london ap cctv footage dutch business park show man black cap pouring content white container base cellular radio tower flame burst man jog back toyota flee eveningits scene 5232 char
793,SCIENCE,name,even ape know important handwashing young orangutan proof learn take get good grade orangutan jungle school smithsonian channel released adorable informative clip educational docuseries orangutan jungle school watch young earnest orangutan applies classroom lesson happily practice teaching wash hand 2234 char
794,ENVIRONMENT,name,floridamorons trend people flock beach coronavirus restriction lifted part state duval county beach reopened friday afternoon restricted hour activity people took social medium express anger decision reopen beach florida following week coronavirus restrictionsbeaches st john duval county includes jacksonville allowed reopen 5 pm f 2465 char
795,SCIENCE,name,er doctor survived ebola say he afraid coronavirus treating patient new york city craig spencer director global health newyorkpresbyteriancolumbia university medical center described like treat coronavirus patient new york city craig spencer director global health newyorkpresbyteriancolumbia university medical center went viral monday tweeted 13hour emergency room shift 90 percent patient either confirmed presumed 6774 char
796,SCIENCE,name,georgia gov brian kemp say didnt know asymptomatic people could transmit coronavirus kemp said would sign statewide shelterinplace order curb spread coronavirus georgia gov brian kemp said wasnt aware asymptomatic people could transmit coronavirus announced preparing issue statewide shelterinplace orderkemp resisted imposing tougher measure tackle pandemic wednesd 6724 char
797,GENERAL,name,ohio family cancel funeral livestream father died coronavirus week downplaying pandemic family ohio man died coronavirus calling political ploy cancelled livestream man funeral facing backlash online ohio man died covid19 week describing coronavirus political ploy social medium laid rest grieving family member faced backlash stranger onlinejohn w mcdaniel 60 died april 15 contracting 2796 char
798,SCIENCE,name,thousand pink jellyfish seen philippine tourist desert beach amid coronavirus crisis year bloom population jellyfish high also year even almost absent said sheldon rey boco filmed event giant bloom pink jellyfish reported palawan philippine beach left deserted coronavirus pandemicsheldon rey boco phd candidate marine biology griffith university australia shared video said taken 2933 char
799,GENERAL,name,sen lindsey graham call world send china bill coronavirus pandemic south carolina lawmaker also hinted u medical supply chain country cut wake covid19 outbreak sen lindsey graham said world send china bill novel coronavirus pandemic number confirmed case worldwide topped 13 million markthe south carolina republican told fox news sean hannity monday night would mak 2820 char
800,TECH,name,3dprinted valve turn snorkeling mask ventilator coronavirus treatment design online free fullyworking prototype tested chiari hospital proven effective although italian startup stressed online design remains uncertified biomedical device technology startup italy praised experimental quickthinking approach adapting fullface snorkeling mask viable hospital ventilatorisinnova founded led cristian fracassi expanded recent effort 3578 char
801,GENERAL,name,viral video show atlanta resident applauding healthcare worker apartment shift change new viral video show people atlanta cheering applauding healthcare worker apartment building healthcare worker change shift video come amid time doctor nurse health care worker revered citizen across world hard work fighting front line coronavirus pandemicin video resident multiple apartment bui 2821 char
802,GENERAL,name,chris cuomo say coronavirus infection causing emotional psychological illness head im scared potential frustrates cant get basement cuomo said cnn host chris cuomo gave update personal battle coronavirus monday night warned novel disease cause emotional psychological illnesscuomo opened show cuomo prime time tonight telling colleague anderson coo 2460 char
803,GENERAL,name,queen elizabeth ii moved many tear invoked war effort rousing coronavirus address queen elizabeth ii addressed nation sought put country world war ii survival mode hoped come u say briton generation strong queen elizabeth ii landmark coronavirus speech brought many britain tearsand moved lifelong critic declare among remarkable people aliveshe invoked country world war ii spirit praised selfisolating prom 8489 char
804,GENERAL,name,world health organization employee gunned collecting coronavirus sample myanmar incident took place rakhine state conflict due ongoing civil war myanmar military arakan army rebel worker world health organization killed driving vehicle transporting covid19 sample myanmar conflictridden rakhine state united nation un confirmed tuesday myanmar government health worker also inju 4661 char
805,TECH,name,online stimulus check scam riseheres stay protected fake stimulus check scam could successful considering financial chaos coronavirus unleashed family worldwide one top malware researcher told newsweek coming week money federal stimulus package expected start hitting american bank accountsand scammer already using lure criminal campaignsfraudsters currently posing government official reaching pot 5913 char
806,GENERAL,name,citing stop abortion texas gop candidate say coronavirus save life take texas republican congressional candidate kathaleen wall thanked governor greg abbott signing executive order last week deemed abortion medically unnecessary texas republican congressional candidate kathaleen wall thanked governor greg abbott signing executive order last week deemed abortion medically unnecessary wall claiming coronavirus may save life takewall w 4167 char
807,GENERAL,name,working ebola frontline taught u fighting coronavirus pandemic opinion two virus nowhere similarbut fight ebola hold valuable insight fight today fight come four month thats time taken coronavirus known covid 19 become global pandemic change face global health disrupt daily life people around worldin matter week witnessed confirmed case co 5301 char
808,GENERAL,name,helpersdigital irlmaking difference covid19 seattle boston minneapolis houston people sidestepping routine reaching one another helper digital irl making difference trying time isolated quarantined socially distant following best medical advice even connecting colleague via slack working home anxious stressedwe know doctor say left unchecked stress 4742 char
809,GENERAL,name,florida man place fake infected covid19 sign door evade police get arrested joshua price 20 detained officer putnam county sheriff office said wore protective gear make arrest show symptom infection disease florida man took novel approach unsuccessful attempt evade arrest week sticking handwritten sign door claimed infected covid19joshua price 20 detained officer putnam county sheriff 5200 char
810,SCIENCE,name,covid19 symptom may include altered sens smell taste without adequate testing dont think know sure whether altered sens taste smell novel coronavirus doctor told abc news doctor researcher still much learn exact symptom caused covid19 group ear nose throat doctor suspect two symptom may altered sense taste called dysgeusia loss smell known anosmia 3713 char
811,GENERAL,name,teenage mcdonalds staff member arrested allegedly faking coronavirus get work ontario teen allegedly created fake physician note stated tested positive novel coronavirus gave restaurant supervisor march 19 forcing store closure 18yearold mcdonalds staffer charged fraud canada pretended contracted covid19 avoid go work police saythe ontario teenager allegedly created fake physician note stated tested posit 4522 char
812,GENERAL,name,remdesivir eas covid19 symptom monkey 12 hour small preliminary study show currently specific treatment covid19 remdesivir experimental drug scientist hope could used treat covid19 appeared improve coronavirus symptom reduce lung damage preliminary study monkeysscientists infected two group six rhesus macaque monkey sars 10887 char
813,SCIENCE,name,sore throat symptom coronavirus tell difference hay fever covid19 expert told newsweek person decide whether selfisolate arent sure covid19 allergy million people spring usher irritating sometimes debilitating symptom hay fever stuffy nose scratchy throat year many sufferer trying manage condition monitoring covid19 6412 char
814,GENERAL,name,california man claim developed coronavirus cure verified instagram account get arrested fbi keith lawrence middlebrook 53 charged one count attempted wire fraud 24 million follower instagram described genius entrepreneur california man peddled prevention pill bogus injectable cure novel coronavirus infection social medium arrested federal fraud chargekeith lawrence middlebrook 53 arrested fbi yesterday evening posting mu 6365 char
815,GENERAL,name,dr desai trend lambasting trump admins weak response coronavirus pandemic fox news fox news host martha maccallum end interview following criticism chief medical officer osmosis doctor praised criticized government weak response coronavirus outbreak appearance fox newsdr rishi desai chief medical officer osmosis could seen continually shaking head fox news host martha 6877 char
816,GENERAL,name,first u emergency physician thought died covid19 lost life needlessly reusing mask friend say 60yearold new jersey doctor reported coughing lot breathing issue day died new jersey doctor treated patient coronavirus symptom died similar symptom reportedly using face mask week doctor died likely coronavirus complication american college emergency physician ac 6521 char
817,GENERAL,name,havent hit peak u coronavirus death yet warns nate silver daily death toll increasing rate increase new fatality declining recent week daily death novel coronavirus continue rise u country 28000 death among 639600 confirmed case according latest figure john hopkins universitythe country death toll may reached 7570 char
818,SCIENCE,name,nitric oxide gas gave u viagra could help treat coronavirus patient currently specific drug vaccine covid19 scientist race find specific treatment covid19 colourless gas nitric oxide emerged candidatenitric oxide work signalling molecule cardiovascular nervous immune system animal mostly produced 7045 char
819,SCIENCE,name,international coronavirus treatment trial us ai speed result first hospital network u joined international clinical trial using artificial intelligence help determine treatment patient novel coronavirus effective ongoing basis matter midst first hospital network u joined international clinical trial using artificial intelligence help determine treatment patient novel coronavirus effective ongoing basiswhy matter midst 2892 char
820,GENERAL,name,u supreme court slam door wisconsin votebymail midpandemic primary hour wisconsin court reinstated inperson voting conservativemajority u supreme court halted absentee voting extension late monday wisconsin supreme court insisted maintaining inperson coronavirusplagued primary certain office general election contest tuesday april 7 despite massive shortage poll worker lot voter rightly terrifie 4152 char
821,GENERAL,name,andrew cuomo social medium superstar new york governor long one country reviled politician gov andrew cuomo courtesy governor officealbany month ago quieter time gov andrew cuomo posted story facebook scientist state college found tortoise galapagos island previously believed extinct 7778 char
822,POLITICS,name,massive government rescue effort like others mark meadow shake west wing settle chief staff government growing becoming far crucial everyday life government oversight shrinking alex brandonap photodriving daygmorning happy passoverthe coronavirus crisis brought fore two trend put 24177 char
823,TECH,name,report north korean hacking offer surprise twist cyber job opening hold steady double extortion ransomware grows popular help eric geller martin matishakeditors note morning cybersecurity free version politico pro cybersecuritys morning newsletter delivered subscriber morning 6 politico pro platform combine news 11130 char
824,POLITICS,name,democrat gop tussle votebymail capitol hill sour zoom one iranian hacker group lead pack help cristiano limaeditors note morning cybersecurity free version politico pro cybersecuritys morning newsletter delivered subscriber morning 6 politico pro platform combine news need tool 9633 char
825,POLITICS,name,nan
826,POLITICS,name,nan
827,GENERAL,name,stimulus health tech boost zoom data sharing practice raise concern stimulus health tech boost help darius tahir dariustahir alexandra levine alileveditors note morning ehealth free version politico pro ehealths morning newsletter delivered subscriber morning 6 politico pro platform 10302 char
828,GENERAL,name,who trump panel adviser reopening economy conservative group press liability protection presented household amp commercial product association hcpawith david beaver daniel lippman made list list 219 people advise president donald trump reopening economy put white house tuesday 13222 char
829,GENERAL,name,cdc release racial ethnic data coronavirus testing split along partisan line privacy cybersecurity concern confront europe presented global strategy groupwith help mohana ravindranath ravindranizeeditors note morning ehealth free version politico pro ehealths morning newsletter delivered subscriber morning 6 politico pro 9364 char
830,GENERAL,name,telehealth get whole new boost cm hiv patient turn care distance view overseas help mohana ravindranath ravindranizeeditors note morning ehealth free version politico pro ehealths morning newsletter delivered subscriber morning 6 politico pro platform combine news need 8982 char
831,POLITICS,name,democrat concerned kushners surveillance concept could pandemic revive privacy talk mental health worker mad scramble toward telehealth presented ad councilwith help darius tahir dariustahir cristiano lima viacristiano editor note morning ehealth free version politico pro ehealths morning newsletter delivered subscriber morning 6 11960 char
832,GENERAL,name,nan
833,GENERAL,name,nan
834,GENERAL,name,nan
835,GENERAL,name,dumb coronavirus question berlin police beg allowed hairdresser beautician come home hang friend outside chill mate home berlin reuters allowed hairdresser beautician come home hang friend outside chill mate home berlin police said thursday emergency phone line swamped question 607 char
836,SCIENCE,name,uk top scientist working closely johnson say coronavirus symptom britain chief scientific adviser patrick vallance symptom covid19 tested novel coronavirus said thursday prime minister boris johnson said tested positive virus london reuters britain chief scientific adviser patrick vallance symptom covid19 tested novel coronavirus said thursday prime minister boris johnson said tested positive virus vallance 530 char
837,POLITICS,name,rouhani u lift sanction want help iran amid coronavirus united state lift sanction washington want help iran contain coronavirus outbreak iranian president hassan rouhani said monday adding iran intention accepting washington offer humanitarian assistance dubai reuters united state lift sanction washington want help iran contain coronavirus outbreak iranian president hassan rouhani said monday adding iran intention accepting washington offer humanitarian 1619 char
838,TECH,name,apple work white house release covid19 app website apple inc white house said friday iphone maker worked trump administration federal agency release app website direct user guidance center disease control disease caused cor reuters apple inc white house said friday iphone maker worked trump administration federal agency release app website direct user guidance center disease control disease cause 1139 char
839,GENERAL,name,driver killed vehicle carrying virus swab myanmar rakhine world health organization vehicle carrying swab patient tested coronavirus came gunfire myanmar western rakhine state driver killed united nation said tuesday reuters world health organization vehicle carrying swab patient tested coronavirus came gunfire myanmar western rakhine state driver killed united nation said tuesday say carried 2255 char
840,GENERAL,name,factbox uk johnson intensive care health expert comment british prime minister boris johnson moved intensive care unit london hospital monday symptom covid19 infection worsened london reuters british prime minister boris johnson moved intensive care unit london hospital monday symptom covid19 infection worsened immediate comment health expert james gill general pr 2254 char
841,GENERAL,name,ethiopia declares state emergency curb spread covid19 ethiopia prime minister abiy ahmed wednesday declared state emergency country help curb spread new coronavirus office said twitter addis ababa reuters ethiopian prime minister abiy ahmed wednesday declared state emergency country help curb spread new coronavirus office said twitter considering gravity covid19 government eth 607 char
842,GENERAL,name,oil worker bps alaska facility test positive coronavirus worker bp plcs operation alaska north slope tested positive novel coronavirus killed 42000 people worldwide company confirmed tuesday anchorage alaska reuters worker bp plcs operation alaska north slope tested positive novel coronavirus killed 42000 people worldwide company confirmed tuesday first case alaskan oil 1528 char
843,BUSINESS,name,who new funding appeal coronavirus fight top 1 billion diplomat world health organization preparing launch appeal soon 1 billion fund operation covid19 pandemic yearend diplomat told reuters thursday geneva reuters world health organization preparing launch appeal soon 1 billion fund operation covid19 pandemic yearend diplomat told reuters thursday come backdrop 2371 char
844,GENERAL,name,india lockdown coronavirus appears small town police enforced lockdown across large part india tuesday curfew place health official warned coronavirus spreading big city first appeared small town dot landscape new delhimumbai reuters police enforced lockdown across large part india tuesday curfew place health official warned coronavirus spreading big city first appeared small town dot 4251 char
845,GENERAL,name,former nba star trying broker deal ship mask new york beijingbased retired basketball star stephon marbury arranging urgent shipment surgical mask china new york fight coronavirus said social medium sunday reuters beijingbased retired basketball star stephon marbury arranging urgent shipment surgical mask china new york fight coronavirus said social medium sunday marbury born new york coney island said 1190 char
846,GENERAL,name,imperial brand delay release halfyear earnings two week due coronavirus tobacco company imperial brand plc said friday would delay interim halfyear report fiscal 2020 two week give auditor time prepare review statement coronavirus crisis reuters tobacco company imperial brand plc imbl said friday would delay interim halfyear report fiscal 2020 two week give auditor time prepare review statement coronavirus crisis already tight 896 char
847,TECH,name,fbi official say foreign hacker targeted covid19 research washington reuters senior cybersecurity official federal bureau investigation said thursday foreign government hacker broken company conducting research treatment covid19 respiratory illness caused washington reuters senior cybersecurity official federal bureau investigation said thursday foreign government hacker broken company conducting research treatment covid19 respiratory illness caused 1658 char
848,GENERAL,name,india nepal lock stave coronavirus nato troop afghanistan infected authority enforced lockdown across india nepal part pakistan tuesday halt spread coronavirus one world densely populated region four nato personnel tested positive afghanistan new delhikabul reuters authority enforced lockdown across india nepal part pakistan tuesday halt spread coronavirus one world densely populated region four nato personnel tested positive afghanist 4157 char
849,GENERAL,name,nan
850,GENERAL,name,driver killed vehicle carrying virus swab myanmar rakhine world health organization vehicle carrying swab patient tested coronavirus came gunfire myanmar western rakhine state driver killed united nation said tuesday reuters world health organization vehicle carrying swab patient tested coronavirus came gunfire myanmar western rakhine state driver killed united nation said tuesday say carried 2255 char
851,GENERAL,name,lockdown broken el salvador crowd gather government aid bogota thomson reuters foundation police el salvador monday used pepper spray disperse crowd people seeking government subsidy help survive coronavirus pandemic drawing criticism way financial aid distribute bogota thomson reuters foundation police el salvador monday used pepper spray disperse crowd people seeking government subsidy help survive coronavirus pandemic drawing criticism way financial aid distribute 2389 char
852,BUSINESS,name,germany say one best investment trump cut funding strengthening world health organization one best investment germany foreign minister said wednesday u president donald trump tuesday halted funding genevabased organisation berlin reuters strengthening world health organization one best investment germany foreign minister said wednesday u president donald trump tuesday halted funding genevabased organisation trump made move ove 496 char
853,GENERAL,name,uk fire suggesting coronavirus great leveller london thomson reuters foundation british government came fire social medium thursday accused promoting idea coronavirus great leveller hitting rich poor alike london thomson reuters foundation british government came fire social medium thursday accused promoting idea coronavirus great leveller hitting rich poor alike debate idea rejected health e 2797 char
854,GENERAL,name,former nba star trying broker deal ship mask new york beijingbased retired basketball star stephon marbury arranging urgent shipment surgical mask china new york fight coronavirus said social medium sunday reuters beijingbased retired basketball star stephon marbury arranging urgent shipment surgical mask china new york fight coronavirus said social medium sunday marbury born new york coney island said 1190 char
855,GENERAL,name,update 1germany agrees aid shield worker company coronavirus hit germany coalition party thursday agreed measure worth 10 billion euro 1081 billion shield worker company impact coronavirus pandemic add detail agreement michael nienaber andreas rinke berlin april 23 reuters germany coalition party thursday agreed measure worth 10 billion euro 1081 billion shield worker company impact 1856 char
856,GENERAL,name,oil worker bps alaska facility test positive coronavirus worker bp plcs operation alaska north slope tested positive novel coronavirus killed 42000 people worldwide company confirmed tuesday anchorage alaska reuters worker bp plcs operation alaska north slope tested positive novel coronavirus killed 42000 people worldwide company confirmed tuesday first case alaskan oil 1528 char
857,TECH,name,apple launch tool track people movement curb virus spread apple inc said tuesday released tool based apple map help government fight spread coronavirus showing change volume people driving walking taking public transit reuters apple inc aaplo tuesday said would release data could help inform public health authority whether people driving le lockdown order slow spread new coronavirus data gathered counting n 1394 char
858,GENERAL,name,coronavirus cant wash hand water cut midst public health crisis family detroit water due nonpayment image copyrightkenny karpovunlike many european country illegal u household water connection turned nonpayment billsthat left many american without water time told one mo 4449 char
859,GENERAL,name,nigeria delay electricity tariff hike amid coronavirus lockdown nigeria postpone least three month planned electricity tariff increase citizen struggle coronavirus lockdown minister power said tuesday lagos march 31 reuters nigeria postpone least three month planned electricity tariff increase citizen struggle coronavirus lockdown minister power said tuesday first price increase since 2015 schedu 1712 char
860,GENERAL,name,czech hope targeted smart quarantine plan let lift blanket restriction czech republic planning roll system quickly tracking isolating contact people coronavirus eventually allow lifting blanket restriction slowing rise infection also crippling economy prague reuters czech republic planning roll system quickly tracking isolating contact people coronavirus eventually allow lifting blanket restriction slowing rise infection also crippling 4225 char
861,GENERAL,name,new york report 779 death governor say social distancing working new york effort social distancing working get coronavirus outbreak control even state reported additional 779 death record high second day governor andrew cuomo said wednesday reuters new york effort social distancing working get coronavirus outbreak control even state reported additional 779 death record high second day governor andrew cuomo said wednesday cuomo em 2271 char
862,GENERAL,name,smiled comfort covid19 patient realized mask leaking sam remembers moment realized could longer smile patient helping nervous man suffering covid19 new york city hospital work nurse patient cracked joke sam laughed felt air eye editor note attention expletive 4th 9th paragraph may find offensive nick brown new york reuters sam remembers moment realized could longer smile patient helping nervous man suffering covid 3734 char
863,GENERAL,name,new yorkers told cover face u coronavirus death toll top 30000 new york governor andrew cuomo wednesday ordered resident wear mask certain setting combat coronavirus outbreak even state spared worst mulled partial lifting restriction business social life may 1 new yorkwashington reuters new york governor andrew cuomo wednesday ordered resident wear mask certain setting combat coronavirus outbreak even state spared worst mulled partial lifting restriction business social 4853 char
864,GENERAL,name,covid19 patient asked take part clinical trial critically ill patient covid19 ireland asked take part clinical trial treat disease critically ill patient covid19 ireland asked take part clinical trial treat diseasethe trial test effect different intervention covid 19 patient treated intensive care unitsthe 2969 char
865,GENERAL,name,shineyourlight gallery photo special night light source warmth hope vision time darkness hard see shineyourlight lonraighdosholas light source warmth hope visionin time darkness hard see president michael higgins led irish home abroad take part shineyourlight initiative bringing light darkness gesture glob 6364 char
866,GENERAL,name,new covid19 update taoiseach taoiseach leo varadkar set give public update thegovernments response coronavirus pandemic taoiseach leo varadkar set give public update thegovernments response coronavirus pandemicthe briefing live rt one rt news 830pmmr varadkar tweeted ill give update government 225 char
867,GENERAL,name,dont think wont touch pastor appeal pastor northern ireland left struggling breathe coronavirus said sucked life lung pastor northern ireland left struggling breathe coronavirus said sucked life lungsmark mcclurg co intensive care unit ulster hospital near belfast week soon moving back 1718 char
868,BUSINESS,name,knock airport temporarily suspend operation operation ireland west airport knock suspended next week result impact covid19 air travel operation ireland west airport knockare suspended next week result impact covid19 air travelin statement afternoon airport managing director said staff would temporarily laid monday nextjoe 573 char
869,BUSINESS,name,mp offered 10000 coronavirus office cost money used buy additional equipment staff work home including laptop image copyrightgetty imagesimage caption normally congested road around westminster desertedmps claim 10000 additional office cost incurred result coronavirus parliament expense authority saidthe money use 2006 char
870,GENERAL,name,covid19 first full week restriction emergency service household business around country beginning first full week living working restriction aimed curbing spread coronavirus emergency service household business around country beginning first full week living working restriction aimed curbing spread coronaviruson friday night taoiseach leo varadkarsaid people would allo 1269 char
871,GENERAL,name,clonmany patchworkers bit time crisis eileen magnier report county donegal initiative undertaken clonmany patchwork group providing mask many coronavirus crisis word came government cocoon 20 member clonmany patchwork group north donegal found confined homethese woman however werent sit back relax decided wanted bit 1372 char
872,GENERAL,name,covid19 complacency could disastrous say harris minister health simon harris warned allowing complacency set effort combat covi19 could disastrous potentially fatal minister health simon harris warned allowing complacency set effort combat covi19 could disastrous potentially fatalin video message twitter minister said progress made irish people could undone 2258 char
873,GENERAL,name,shift consumer spending covid19 irish consumer spending home fitness product gaming streaming service covid19 analysis debit card transaction bank ireland revealed irish consumer spending home fitness product gaming streaming service covid19the analysis tracked debit card spend since 12th march co 828 char
874,GENERAL,name,shining example solidarity across ireland people age part ireland invited take part shineyourlight campaign 9pm tonight gesture hope solidarity covid19 pandemic people age part ireland invited take part shineyourlight campaign 9pm tonightin gesture hope solidarity covid19 pandemicthe rt initiative launched culture minister josepha madigan 2038 char
875,GENERAL,name,covid19 uk experience record increase death toll official figure released friday morning revealed death attributed coronavirus uk risen 181 759 official figure released friday morning revealed death attributed coronavirus uk risen 181 759as 9am total of113777 people tested uk 99198 returning negative result 14579 tested po 1932 char
876,GENERAL,name,covid 19 25 death 480 new case department health confirmed 25 death covid19 department health confirmed 25more death covid19 hereit brings total number death disease 288it also confirmed evening 480 new case cornoavirus identified bringing total number 1937 char
877,GENERAL,name,anxiety threat coronavirus africa africa could devastated covid19 spread across continent like way europe according deputy director africa international committee red cross africa could devastated covid19 spread across continent like way europe according deputy director africa international committee red crosspatrick youssef told rtnews humanitarian instit 3316 char
878,GENERAL,name,coronavirus russia love really mean russian aid italy u help russia image prokremlin medium make much image copyrightgetty imagesimage caption russian medical supply unloaded military plane new yorkrussias latest gesture coronavirus crisis came form medical supply arriving new york part operation dubbed fr 5746 char
879,GENERAL,name,chief deeply concerned rapid rate pandemic world health organisation said wednesday deeply concerned nearexponential escalation new coronavirus pandemic number death doubling week world health organisation said wednesday deeply concerned nearexponential escalation new coronavirus pandemic number death doubling weekwho chief tedros adhanom ghebreyesus urged citizen around globe 2658 char
880,GENERAL,name,eight covid19 death 295 new case diagnosed eight people died covid19 ireland 295 new case diagnosed today eight people died covid19 ireland 295 new case diagnosed todaythere 54covid19 related death irelandthereare 2910 confirmed case covid19 republicnorthern ireland department h 3495 char
881,GENERAL,name,high alert week warning u brian odonovan report washington united state head towards becoming new global epicentre coronavirus pandemic phone pinged simultaneously interrupting wednesday night binge netflix crime dramait emergency alert mayor washington dc ordering nonessential business closeit wasnt great surprise neighbouring state mar 3390 char
882,GENERAL,name,initiative see woman sewing mask dp group 15 woman living six direct provision centre co cork part sanctuary mask initiative set task making 6000 mask close 2000 people living direct provision county sophie snip olga sewsthe hum sewing machine sound garden two workolga voytenko 16yearold daughter sophie among 15 woman living six direct provision centre co cork part sanctuary 2588 char
883,GENERAL,name,criticism fruit company brings picker bulgaria large fruit growing company criticised bringing fruitpickers bulgaria ireland covid19 pandemic large fruit growing company criticised bringing fruitpickers bulgaria ireland covid19 pandemicfianna fil td dublin north westpaul mcauliffesaid think keelings brought fruitpickers bulgaria 3336 char
884,BUSINESS,name,imf expects world economy shrink 3 year imf forecast world economy shrink 3 year result covid19 pandemic forecast eurozone contract 75 international monetary fund forecast world economy shrink 3 year result covid19 pandemic forecast eurozone contract 75in world economic outlook published today describes great loc 1213 char
885,GENERAL,name,message support johnson intensive care british prime minister boris johnson remains intensive care coronavirus symptom worsened prompting message support political friend foe britain abroad british prime minister boris johnson remains intensive care coronavirus symptom worsened prompting message support political friend foe britain abroadforeign secretary dominic raab mr johnson de facto deputy 4820 char
886,GENERAL,name,number people suffering acute hunger could double covid19 pandemic could almost double number people suffering acute hunger worldpushing quarter billion end 2020 according united nation world food programme covid19 pandemic could almost double number people suffering acute hunger worldpushing quarter billion end 2020 according united nation world food programmein south sudan 61 country 4449 char
887,GENERAL,name,lockdown exit austria denmark take first step much focus austria denmark next couple week begin ease coronavirus restriction writes justin mccarthy play french playwright jeanpaul sartre called exitit depicts afterlife three character punished locked room together eternity way source famous quote hell oth 7290 char
